id,ori_distance,distance,difference,time
0,4256.456209834952,4159.018352996008,0.022891779460529702,1.0609638690948486
1,6513.073184974458,6471.6391358548435,0.006361674119554196,0.19717907905578613
2,19088.8415224697,19150.808512037147,0.0032462415015865,0.424762487411499
3,10849.122302986516,12004.379759652604,0.10648395551297932,0.23721551895141602
4,2380.363361099417,1885.7747099289527,0.2077786355029549,0.04604148864746094
5,14301.140394260688,14885.561422841765,0.04086534447390054,0.39644885063171387
6,2237.168262215823,1978.9370113404348,0.11542772854269827,0.04003643989562988
7,25417.79545708121,25990.455702503725,0.02252989431713186,0.5735371112823486
8,12700.788526659484,11999.292221573718,0.05523250021943881,0.5114643573760986
9,44172.779849236606,44477.52307487842,0.006898891731104952,8.659072637557983
10,4170.991647927825,4177.541913511167,0.0015704336369495688,0.1096353530883789
11,9289.434477221725,9491.475392714126,0.021749538789236182,0.2802541255950928
12,16184.082134789724,16149.764269583724,0.002120470281859794,0.7156498432159424
13,19304.084721062885,18970.185115297252,0.017296836943598362,1.4543697834014893
14,12343.246121939044,12341.365890277479,0.00015232878312486072,0.38034629821777344
15,2017.9813505492525,1830.2030045108613,0.09305256760042992,0.054048776626586914
16,11580.30894755342,11518.327050334394,0.0053523526444534935,0.8507721424102783
17,32653.565214259583,29515.751867554918,0.09609405056126623,1.930546522140503
18,4400.972243682202,3889.8863895002546,0.11613021529859334,0.09208321571350098
19,14449.51572183534,14548.319952193893,0.006837892166119157,0.555504322052002
20,19834.755751010183,19952.799084914106,0.00595133791339532,0.36788392066955566
21,13715.57320803084,13747.512657938772,0.0023286996047114012,0.49645042419433594
22,11826.05485797671,11821.104357504408,0.0004186096320162341,0.27780747413635254
23,15293.293793601915,15019.528012255087,0.017901034599973546,0.6545937061309814
24,17935.936678278722,17979.21429765897,0.0024128998756257044,1.0099174976348877
25,38821.85357436547,38885.28891500629,0.0016340111251850725,1.177140235900879
26,3201.6273461906967,2939.0677666499364,0.08200816370873214,0.07006335258483887
27,5398.133346037851,5051.892515443755,0.06414084432505392,0.15196752548217773
28,5142.815745585201,5061.502175534508,0.015811099225263046,0.14813709259033203
29,20862.463666431388,20410.41003822649,0.02166827635665437,0.8347761631011963
30,12543.97035827581,12541.38271736191,0.00020628563684327035,0.3272969722747803
31,18603.502547146585,18748.870321593335,0.00781400029797325,0.4864494800567627
32,13555.955681878522,14505.520822829603,0.07004781980959492,1.6034586429595947
33,6316.634228517392,6307.180527612294,0.0014966357973393615,0.17415761947631836
34,2158.439118660724,2190.6315442609543,0.014914678538723473,0.054049015045166016
35,29815.45467377364,29851.790656372184,0.001218696243143601,8.466126203536987
36,30917.293391682044,28794.44209863345,0.0686622618013426,1.7284226417541504
37,4579.946871874266,4405.412908628441,0.03810829429433976,0.13512253761291504
38,14299.516656711125,14665.46715526613,0.02559180896392431,0.4684317111968994
39,4516.8745456133465,3325.2162098417693,0.26382365145139575,0.16515302658081055
40,27225.87632563125,27136.349562355244,0.0032882968469125475,2.0012919902801514
41,12998.769986258283,12700.881236347872,0.02291668751930574,0.3538827896118164
42,13713.091928460455,13686.979404585363,0.0019042039542444419,0.43139147758483887
43,9602.354638669254,9201.91264637214,0.04170247896120291,0.2672426700592041
44,65374.141934267376,65234.34517868463,0.002138410561829054,22.66891646385193
45,23406.424643038525,23389.300632465758,0.0007315944589537959,0.6545941829681396
46,8874.191952310963,8991.147416348631,0.013179280397153386,0.18616938591003418
47,19543.301942067075,19138.231919112273,0.0207267955105829,0.8553171157836914
48,9143.25867188588,9133.208407139913,0.0010991994327875787,0.21319365501403809
49,8806.89750382653,8832.49775453971,0.0029068409961688167,0.4203815460205078
50,7048.883663526087,7122.380041286837,0.01042666913926405,0.1561417579650879
51,14719.552327494925,14683.25509234546,0.0024659197740453196,0.37033605575561523
52,22157.502083695133,21794.61689547082,0.016377531494912858,1.820803165435791
53,10142.430263106236,9581.43635486088,0.055311586443538015,0.35132288932800293
54,4022.329849546474,4003.125645685282,0.004774398067666539,0.1361253261566162
55,4581.909295257093,4595.541841940447,0.0029752982446565857,0.11210346221923828
56,18789.36347049004,18857.92756742615,0.003649090989367286,0.692479133605957
57,10182.849607533331,10208.845580039708,0.0025529172587547963,0.4384498596191406
58,14601.645119497129,14415.82453835154,0.012726003106147793,0.4083707332611084
59,19161.549187084336,18894.78824842071,0.013921679090719487,0.6265697479248047
60,5415.21809758996,7732.830673899406,0.4279813914311038,0.1981518268585205
61,10037.57904209832,9275.545782952053,0.07591803321799459,0.3098270893096924
62,11689.37611241588,11229.970943947601,0.03930108536590936,0.6886250972747803
63,24149.063891627666,24222.15096632479,0.0030264972184889543,0.9878978729248047
64,3099.2810337680776,3790.0175827117355,0.22286993061221902,0.07006382942199707
65,2395.29412785629,2127.547794472298,0.11178014852965724,0.04904460906982422
66,9654.847219857806,9943.608073275842,0.029908381442237786,0.2702450752258301
67,27494.91174724016,25296.420966842736,0.07995991406002968,1.51859450340271
68,12572.919379653713,11817.692410508624,0.06006774929037125,0.421886682510376
69,5825.398234747929,5750.958423224298,0.01277849316457108,0.15914416313171387
70,24820.33896586204,24751.228316526027,0.002784436160645025,1.5243840217590332
71,3700.138106879992,3706.9731738640544,0.0018472464504374606,0.09763526916503906
72,2620.0704115482413,2621.5986059193356,0.0005832646192860338,0.07006382942199707
73,12059.75611434099,11566.255072465392,0.04092131194002715,0.4554135799407959
74,8830.93384700311,8783.566136052132,0.005363839404940606,0.2892630100250244
75,25314.864263479347,35003.66946587122,0.3827318646290153,3.1396234035491943
76,17999.67308042983,17990.123333961863,0.0005305511064171124,0.4504091739654541
77,3825.638057513148,3181.2063152282894,0.1684507871881039,0.09308457374572754
78,1797.8216656400955,1812.313270299572,0.008060646356888182,0.05004596710205078
79,7549.7359117927235,7210.145239682856,0.044980470320746584,0.21419429779052734
80,14509.213465785362,14731.127831756101,0.015294720592128727,1.8742403984069824
81,23308.962534514598,23592.40127647098,0.012160075401755123,1.9194741249084473
82,15745.931082105908,15428.274429394825,0.020173888165436978,0.46293139457702637
83,29282.695001844106,28657.000101441576,0.021367394645988913,0.8027331829071045
84,11337.250054305292,10654.689735339582,0.06020510403283465,0.2702457904815674
85,43766.2253494045,43978.68505918194,0.004854421602075157,5.873960971832275
86,9051.920256475254,9149.977578977938,0.010832764731056798,0.23421263694763184
87,16273.164846678234,16436.570886874033,0.010041441952771395,1.4513614177703857
88,3093.323024850336,3117.0435963307177,0.0076683137486197135,0.0740671157836914
89,2758.610296336181,3056.5148200480357,0.10799079670931178,0.08607864379882812
90,17546.127575498125,19754.17907659016,0.12584266765365462,0.5540482997894287
91,10996.15894711854,11134.604396560937,0.012590346329858731,0.3783433437347412
92,13952.459570817038,13942.279265450314,0.0007296423483654181,0.5615098476409912
93,10978.923243148804,9731.128128009539,0.11365368784392661,0.054049015045166016
94,12117.223277464136,11561.155273046093,0.045890712062080216,0.4309260845184326
95,11583.764540455404,11501.432463363948,0.007107540627566941,0.24121880531311035
96,18602.276645554364,19518.54416996462,0.04925566595254512,2.0582938194274902
97,15058.262998882232,14951.364877295131,0.0070989676296021546,0.3423178195953369
98,9030.275670981682,9040.681929520493,0.0011523744033918016,0.3000812530517578
99,6592.679182261519,6563.67816163217,0.004398973441234668,0.24122023582458496
100,18963.38008076612,19002.948034328005,0.002086545404530289,1.7326881885528564
101,28236.236603677706,28552.221255732493,0.011190749549592273,3.5526318550109863
102,16883.17046081916,17508.876389622645,0.03706092586434293,0.49942922592163086
103,2843.572901097796,3213.3933293267182,0.1300548433578574,0.07106447219848633
104,13372.152452169808,12846.123912478508,0.03933761162033008,0.8617899417877197
105,19923.97137807601,19178.34711677784,0.0374234758296552,0.8243057727813721
106,19074.70877027768,21732.93052798046,0.13935844524372695,0.7957916259765625
107,1404.683324210015,1291.7953468960445,0.08036542854059857,0.030027151107788086
108,9674.577078617209,9200.189258982904,0.0490344762132082,0.3285839557647705
109,19679.53318638724,18995.958529317733,0.034735308535791466,0.5875332355499268
110,17398.389372316316,17285.05995567313,0.00651378781207837,1.1305773258209229
111,18572.803228237583,18590.708897788423,0.0009640800761630529,0.6365792751312256
112,6555.828104963915,6819.189341951167,0.040172077847471455,0.15414118766784668
113,8870.116929574962,8897.158807004005,0.003048649487232708,0.3453185558319092
114,9871.466496952437,11203.810077883725,0.13496916403886047,0.06706094741821289
115,9865.888682838991,9909.536215845208,0.004424085291185016,0.14713501930236816
116,19882.94201908489,18815.234934734763,0.05369965286451451,0.7103652954101562
117,13148.858372570336,13205.402821822474,0.004300331454637533,0.3568694591522217
